  # ell             TT              EE              BB               TE 
 2295   0.1146854E+03   0.5284686E+01   0.4191955E-01  -0.7709096E+01
 2296   0.1143482E+03   0.5260912E+01   0.4188667E-01  -0.7732927E+01
 2297   0.1143663E+03   0.5240439E+01   0.4184514E-01  -0.7752497E+01
 2298   0.1143156E+03   0.5218678E+01   0.4182487E-01  -0.7773983E+01
 2299   0.1141943E+03   0.5196061E+01   0.4181985E-01  -0.7791300E+01
 2300   0.1140653E+03   0.5172654E+01   0.4172808E-01  -0.7811407E+01
 2301   0.1139827E+03   0.5151141E+01   0.4173903E-01  -0.7829347E+01
 2302   0.1138746E+03   0.5128047E+01   0.4165824E-01  -0.7846729E+01
 2303   0.1138032E+03   0.5106897E+01   0.4153519E-01  -0.7863617E+01
 2304   0.1136541E+03   0.5082505E+01   0.4164419E-01  -0.7873015E+01
 2305   0.1135638E+03   0.5058142E+01   0.4149842E-01  -0.7889283E+01
 2306   0.1135278E+03   0.5037366E+01   0.4153283E-01  -0.7902148E+01
 2307   0.1134184E+03   0.5013102E+01   0.4148159E-01  -0.7914958E+01
 2308   0.1133320E+03   0.4989191E+01   0.4147159E-01  -0.7924762E+01
 2309   0.1132316E+03   0.4965655E+01   0.4156288E-01  -0.7933185E+01
 2310   0.1130846E+03   0.4941786E+01   0.4154565E-01  -0.7944752E+01
 2311   0.1130207E+03   0.4918688E+01   0.4146752E-01  -0.7951785E+01
 2312   0.1129379E+03   0.4894732E+01   0.4131393E-01  -0.7959842E+01
 2313   0.1128326E+03   0.4867945E+01   0.4129770E-01  -0.7962155E+01
 2314   0.1128065E+03   0.4846142E+01   0.4123703E-01  -0.7969886E+01
 2315   0.1126607E+03   0.4821322E+01   0.4109230E-01  -0.7972408E+01
 2316   0.1125885E+03   0.4798537E+01   0.4128274E-01  -0.7970057E+01
 2317   0.1124149E+03   0.4772022E+01   0.4100603E-01  -0.7981971E+01
 2318   0.1124014E+03   0.4747561E+01   0.4120227E-01  -0.7978751E+01
 2319   0.1123159E+03   0.4724026E+01   0.4109620E-01  -0.7979059E+01
 2320   0.1123237E+03   0.4699045E+01   0.4101089E-01  -0.7979476E+01
 2321   0.1120905E+03   0.4674534E+01   0.4110704E-01  -0.7975058E+01
 2322   0.1119842E+03   0.4649911E+01   0.4093437E-01  -0.7973420E+01
 2323   0.1119663E+03   0.4625212E+01   0.4100665E-01  -0.7969173E+01
 2324   0.1119027E+03   0.4601025E+01   0.4093588E-01  -0.7964696E+01
 2325   0.1118262E+03   0.4575931E+01   0.4086525E-01  -0.7960349E+01
 2326   0.1115007E+03   0.4551433E+01   0.4087673E-01  -0.7954979E+01
 2327   0.1116271E+03   0.4527060E+01   0.4081695E-01  -0.7944674E+01
 2328   0.1115451E+03   0.4502062E+01   0.4082201E-01  -0.7936515E+01
 2329   0.1114382E+03   0.4477493E+01   0.4076327E-01  -0.7927033E+01
 2330   0.1111891E+03   0.4453017E+01   0.4070805E-01  -0.7917530E+01
 2331   0.1112200E+03   0.4427380E+01   0.4071922E-01  -0.7904298E+01
 2332   0.1111460E+03   0.4402827E+01   0.4067449E-01  -0.7892692E+01
 2333   0.1111334E+03   0.4379768E+01   0.4064530E-01  -0.7880100E+01
 2334   0.1109509E+03   0.4353104E+01   0.4061234E-01  -0.7865641E+01
 2335   0.1108629E+03   0.4329234E+01   0.4058854E-01  -0.7851878E+01
 2336   0.1108771E+03   0.4305914E+01   0.4055981E-01  -0.7833374E+01
 2337   0.1106834E+03   0.4279572E+01   0.4053558E-01  -0.7817048E+01
 2338   0.1106352E+03   0.4257246E+01   0.4049527E-01  -0.7802258E+01
 2339   0.1104979E+03   0.4230036E+01   0.4046834E-01  -0.7779442E+01
 2340   0.1104726E+03   0.4208709E+01   0.4046037E-01  -0.7762204E+01
 2341   0.1103914E+03   0.4184742E+01   0.4043970E-01  -0.7742744E+01
 2342   0.1102446E+03   0.4160453E+01   0.4039466E-01  -0.7718733E+01
 2343   0.1101378E+03   0.4136490E+01   0.4034072E-01  -0.7697047E+01
 2344   0.1100663E+03   0.4112799E+01   0.4030625E-01  -0.7674751E+01
 2345   0.1099595E+03   0.4088914E+01   0.4028746E-01  -0.7650967E+01
 2346   0.1099064E+03   0.4066420E+01   0.4030275E-01  -0.7627671E+01
 2347   0.1097503E+03   0.4041749E+01   0.4026994E-01  -0.7600597E+01
 2348   0.1096533E+03   0.4019029E+01   0.4022684E-01  -0.7573991E+01
 2349   0.1095917E+03   0.3997157E+01   0.4019127E-01  -0.7548833E+01
 2350   0.1094459E+03   0.3972508E+01   0.4015655E-01  -0.7521399E+01
 2351   0.1093315E+03   0.3948762E+01   0.4013583E-01  -0.7493254E+01
 2352   0.1092651E+03   0.3926886E+01   0.4008867E-01  -0.7464757E+01
 2353   0.1091340E+03   0.3904212E+01   0.4007479E-01  -0.7434055E+01
 2354   0.1090670E+03   0.3882432E+01   0.4003869E-01  -0.7401845E+01
 2355   0.1089484E+03   0.3860046E+01   0.4001592E-01  -0.7372078E+01
 2356   0.1086539E+03   0.3836080E+01   0.3997949E-01  -0.7340169E+01
 2357   0.1086823E+03   0.3815406E+01   0.3994409E-01  -0.7306425E+01
 2358   0.1085474E+03   0.3793745E+01   0.3991873E-01  -0.7275372E+01
 2359   0.1084981E+03   0.3772124E+01   0.3987217E-01  -0.7243801E+01
 2360   0.1083215E+03   0.3749937E+01   0.3985200E-01  -0.7201782E+01
 2361   0.1080466E+03   0.3728573E+01   0.3979942E-01  -0.7168626E+01
 2362   0.1079181E+03   0.3707797E+01   0.3977560E-01  -0.7134649E+01
 2363   0.1079220E+03   0.3687381E+01   0.3975735E-01  -0.7097691E+01
 2364   0.1077447E+03   0.3666368E+01   0.3974174E-01  -0.7060599E+01
 2365   0.1076058E+03   0.3644946E+01   0.3971516E-01  -0.7023571E+01
 2366   0.1074016E+03   0.3625191E+01   0.3963260E-01  -0.6984817E+01
 2367   0.1073259E+03   0.3604866E+01   0.3958625E-01  -0.6947396E+01
 2368   0.1072528E+03   0.3584995E+01   0.3956742E-01  -0.6908566E+01
 2369   0.1070521E+03   0.3564341E+01   0.3956397E-01  -0.6867942E+01
 2370   0.1069837E+03   0.3545653E+01   0.3953841E-01  -0.6829403E+01
 2371   0.1067596E+03   0.3525235E+01   0.3948621E-01  -0.6787823E+01
 2372   0.1066028E+03   0.3506931E+01   0.3943852E-01  -0.6747709E+01
 2373   0.1064575E+03   0.3486951E+01   0.3942695E-01  -0.6710405E+01
 2374   0.1063690E+03   0.3468733E+01   0.3941356E-01  -0.6666521E+01
 2375   0.1062172E+03   0.3449935E+01   0.3937813E-01  -0.6623851E+01
 2376   0.1061239E+03   0.3432601E+01   0.3934726E-01  -0.6582818E+01
 2377   0.1057986E+03   0.3412044E+01   0.3931922E-01  -0.6539215E+01
 2378   0.1056289E+03   0.3394671E+01   0.3930480E-01  -0.6494095E+01
 2379   0.1056748E+03   0.3378846E+01   0.3927391E-01  -0.6455683E+01
 2380   0.1054254E+03   0.3360181E+01   0.3925942E-01  -0.6410374E+01
 2381   0.1053218E+03   0.3343671E+01   0.3919564E-01  -0.6367526E+01
 2382   0.1050699E+03   0.3325207E+01   0.3918665E-01  -0.6320532E+01
 2383   0.1049344E+03   0.3307741E+01   0.3916866E-01  -0.6278444E+01
 2384   0.1048098E+03   0.3293385E+01   0.3913309E-01  -0.6235453E+01
 2385   0.1046357E+03   0.3276688E+01   0.3912211E-01  -0.6191709E+01
 2386   0.1044487E+03   0.3260169E+01   0.3903547E-01  -0.6147096E+01
 2387   0.1043022E+03   0.3244859E+01   0.3908974E-01  -0.6103738E+01
 2388   0.1040939E+03   0.3228451E+01   0.3897137E-01  -0.6055996E+01
 2389   0.1039885E+03   0.3214465E+01   0.3897372E-01  -0.6014785E+01
 2390   0.1037588E+03   0.3198723E+01   0.3900060E-01  -0.5965988E+01
 2391   0.1035461E+03   0.3183092E+01   0.3880753E-01  -0.5920604E+01
 2392   0.1034175E+03   0.3170020E+01   0.3901668E-01  -0.5875563E+01
 2393   0.1032540E+03   0.3155321E+01   0.3871987E-01  -0.5834267E+01
 2394   0.1030273E+03   0.3141516E+01   0.3880209E-01  -0.5785557E+01
 2395   0.1028669E+03   0.3127324E+01   0.3877051E-01  -0.5741349E+01
 2396   0.1025839E+03   0.3113026E+01   0.3861733E-01  -0.5690884E+01
 2397   0.1024451E+03   0.3100560E+01   0.3878072E-01  -0.5647241E+01
 2398   0.1023008E+03   0.3088663E+01   0.3862702E-01  -0.5606481E+01
 2399   0.1019775E+03   0.3073033E+01   0.3875869E-01  -0.5555039E+01
 2400   0.1019411E+03   0.3062715E+01   0.3876668E-01  -0.5509776E+01
 2401   0.1016696E+03   0.3049772E+01   0.3874343E-01  -0.5466818E+01
 2402   0.1014328E+03   0.3038870E+01   0.3863801E-01  -0.5425042E+01
 2403   0.1012282E+03   0.3025508E+01   0.3850340E-01  -0.5377300E+01
 2404   0.1010166E+03   0.3014623E+01   0.3851899E-01  -0.5331803E+01
 2405   0.1008416E+03   0.3003812E+01   0.3828661E-01  -0.5289365E+01
 2406   0.1006892E+03   0.2993091E+01   0.3841290E-01  -0.5240552E+01
 2407   0.1004486E+03   0.2982932E+01   0.3830523E-01  -0.5199997E+01
 2408   0.1000850E+03   0.2971815E+01   0.3834656E-01  -0.5158162E+01
 2409   0.9998168E+02   0.2962821E+01   0.3834920E-01  -0.5109731E+01
 2410   0.9975969E+02   0.2952940E+01   0.3829892E-01  -0.5069136E+01
 2411   0.9955058E+02   0.2943475E+01   0.3826443E-01  -0.5022289E+01
 2412   0.9919169E+02   0.2933192E+01   0.3816194E-01  -0.4981817E+01
 2413   0.9915150E+02   0.2925300E+01   0.3819588E-01  -0.4937408E+01
 2414   0.9887295E+02   0.2916792E+01   0.3816938E-01  -0.4894170E+01
 2415   0.9869199E+02   0.2908093E+01   0.3812102E-01  -0.4850513E+01
 2416   0.9834540E+02   0.2899855E+01   0.3809263E-01  -0.4807816E+01
 2417   0.9816102E+02   0.2891690E+01   0.3806055E-01  -0.4763756E+01
 2418   0.9789559E+02   0.2883596E+01   0.3803130E-01  -0.4720377E+01
 2419   0.9778200E+02   0.2877348E+01   0.3800431E-01  -0.4685183E+01
 2420   0.9743786E+02   0.2869570E+01   0.3796957E-01  -0.4643044E+01
 2421   0.9722388E+02   0.2862491E+01   0.3793942E-01  -0.4602805E+01
 2422   0.9707784E+02   0.2856917E+01   0.3790791E-01  -0.4560046E+01
 2423   0.9678756E+02   0.2849340E+01   0.3787837E-01  -0.4519478E+01
 2424   0.9657322E+02   0.2844428E+01   0.3782538E-01  -0.4480575E+01
 2425   0.9633059E+02   0.2835506E+01   0.3780340E-01  -0.4440774E+01
 2426   0.9608197E+02   0.2831087E+01   0.3777191E-01  -0.4400980E+01
 2427   0.9591600E+02   0.2827204E+01   0.3774065E-01  -0.4363061E+01
 2428   0.9561921E+02   0.2820818E+01   0.3772217E-01  -0.4323774E+01
 2429   0.9535357E+02   0.2814978E+01   0.3768369E-01  -0.4285882E+01
 2430   0.9517275E+02   0.2811385E+01   0.3766782E-01  -0.4245796E+01
 2431   0.9491398E+02   0.2805908E+01   0.3745967E-01  -0.4215040E+01
 2432   0.9465792E+02   0.2803048E+01   0.3753800E-01  -0.4175116E+01
 2433   0.9438987E+02   0.2797386E+01   0.3750397E-01  -0.4136271E+01
 2434   0.9412728E+02   0.2793831E+01   0.3742250E-01  -0.4101399E+01
 2435   0.9400872E+02   0.2790547E+01   0.3750402E-01  -0.4065126E+01
 2436   0.9365216E+02   0.2787969E+01   0.3736208E-01  -0.4034283E+01
 2437   0.9332352E+02   0.2782257E+01   0.3753138E-01  -0.3996488E+01
 2438   0.9315617E+02   0.2779314E+01   0.3749497E-01  -0.3961590E+01
 2439   0.9288328E+02   0.2776319E+01   0.3744183E-01  -0.3930269E+01
 2440   0.9264468E+02   0.2774705E+01   0.3732907E-01  -0.3895470E+01
 2441   0.9248680E+02   0.2772761E+01   0.3718803E-01  -0.3864818E+01
 2442   0.9198574E+02   0.2768104E+01   0.3727857E-01  -0.3832330E+01
 2443   0.9187839E+02   0.2766889E+01   0.3697289E-01  -0.3801155E+01
 2444   0.9160557E+02   0.2764647E+01   0.3721056E-01  -0.3767202E+01
 2445   0.9142752E+02   0.2763645E+01   0.3696277E-01  -0.3741200E+01
 2446   0.9107238E+02   0.2760643E+01   0.3702830E-01  -0.3708736E+01
 2447   0.9081000E+02   0.2760535E+01   0.3711763E-01  -0.3678550E+01
 2448   0.9054293E+02   0.2758701E+01   0.3685850E-01  -0.3651865E+01
 2449   0.9038089E+02   0.2757464E+01   0.3703047E-01  -0.3621122E+01
 2450   0.9007054E+02   0.2756691E+01   0.3687961E-01  -0.3596251E+01
 2451   0.8977293E+02   0.2755660E+01   0.3687289E-01  -0.3565990E+01
 2452   0.8944934E+02   0.2755444E+01   0.3687276E-01  -0.3543082E+01
 2453   0.8917335E+02   0.2754769E+01   0.3676248E-01  -0.3517586E+01
 2454   0.8901987E+02   0.2754639E+01   0.3678878E-01  -0.3489276E+01
 2455   0.8858767E+02   0.2754039E+01   0.3673796E-01  -0.3466134E+01
 2456   0.8860401E+02   0.2754153E+01   0.3668689E-01  -0.3440098E+01
 2457   0.8821810E+02   0.2754098E+01   0.3665517E-01  -0.3418215E+01
 2458   0.8796671E+02   0.2753262E+01   0.3661862E-01  -0.3394079E+01
 2459   0.8762547E+02   0.2753092E+01   0.3659486E-01  -0.3373593E+01
 2460   0.8747750E+02   0.2755006E+01   0.3655747E-01  -0.3352282E+01
 2461   0.8720824E+02   0.2755555E+01   0.3652815E-01  -0.3330048E+01
 2462   0.8702593E+02   0.2757532E+01   0.3649387E-01  -0.3310841E+01
 2463   0.8666434E+02   0.2755129E+01   0.3645703E-01  -0.3288664E+01
 2464   0.8638831E+02   0.2754530E+01   0.3643128E-01  -0.3266625E+01
 2465   0.8620252E+02   0.2760570E+01   0.3640293E-01  -0.3254462E+01
 2466   0.8590938E+02   0.2759861E+01   0.3635374E-01  -0.3233019E+01
 2467   0.8572365E+02   0.2762454E+01   0.3631139E-01  -0.3219023E+01
 2468   0.8542465E+02   0.2762209E+01   0.3630880E-01  -0.3196775E+01
 2469   0.8514766E+02   0.2764058E+01   0.3628166E-01  -0.3182185E+01
 2470   0.8494389E+02   0.2767231E+01   0.3623023E-01  -0.3172466E+01
 2471   0.8468466E+02   0.2768053E+01   0.3616630E-01  -0.3155069E+01
 2472   0.8438638E+02   0.2768338E+01   0.3611422E-01  -0.3138894E+01
 2473   0.8420272E+02   0.2772152E+01   0.3613454E-01  -0.3129204E+01
 2474   0.8388444E+02   0.2772799E+01   0.3609073E-01  -0.3114182E+01
 2475   0.8369651E+02   0.2776650E+01   0.3603845E-01  -0.3103262E+01
 2476   0.8341628E+02   0.2777410E+01   0.3602594E-01  -0.3091803E+01
 2477   0.8315425E+02   0.2777623E+01   0.3596937E-01  -0.3082661E+01
 2478   0.8289331E+02   0.2781146E+01   0.3592726E-01  -0.3071132E+01
 2479   0.8271957E+02   0.2784390E+01   0.3588145E-01  -0.3061899E+01
 2480   0.8240130E+02   0.2785644E+01   0.3585484E-01  -0.3052892E+01
 2481   0.8217681E+02   0.2788729E+01   0.3581712E-01  -0.3043690E+01
 2482   0.8189419E+02   0.2790739E+01   0.3578389E-01  -0.3036702E+01
 2483   0.8165513E+02   0.2793232E+01   0.3574022E-01  -0.3033633E+01
 2484   0.8148264E+02   0.2795974E+01   0.3570141E-01  -0.3024397E+01
 2485   0.8105443E+02   0.2797605E+01   0.3565583E-01  -0.3012544E+01
 2486   0.8096632E+02   0.2800516E+01   0.3561529E-01  -0.3009746E+01
 2487   0.8072993E+02   0.2802975E+01   0.3557684E-01  -0.3005850E+01
 2488   0.8035109E+02   0.2807142E+01   0.3553901E-01  -0.3002506E+01
 2489   0.8014567E+02   0.2808544E+01   0.3547409E-01  -0.2999226E+01
 2490   0.7987978E+02   0.2811188E+01   0.3543425E-01  -0.2994067E+01
 2491   0.7969766E+02   0.2814038E+01   0.3542085E-01  -0.2992468E+01
 2492   0.7943594E+02   0.2817071E+01   0.3540691E-01  -0.2989383E+01
 2493   0.7912451E+02   0.2819675E+01   0.3536422E-01  -0.2987219E+01
 2494   0.7899937E+02   0.2822546E+01   0.3527570E-01  -0.2986843E+01
 2495   0.7876756E+02   0.2825119E+01   0.3518445E-01  -0.2987547E+01
 2496   0.7852071E+02   0.2827968E+01   0.3514210E-01  -0.2986171E+01
 2497   0.7831920E+02   0.2830858E+01   0.3519246E-01  -0.2988526E+01
 2498   0.7790313E+02   0.2832426E+01   0.3516814E-01  -0.2988431E+01
 2499   0.7780213E+02   0.2836186E+01   0.3509888E-01  -0.2989496E+01
 2500   0.7762128E+02   0.2838762E+01   0.3504871E-01  -0.2990700E+01
 2501   0.7741653E+02   0.2841476E+01   0.3503696E-01  -0.2995917E+01
 2502   0.7705738E+02   0.2842582E+01   0.3500521E-01  -0.2987625E+01
 2503   0.7689092E+02   0.2845943E+01   0.3497315E-01  -0.2995969E+01
 2504   0.7667539E+02   0.2848640E+01   0.3493806E-01  -0.3009013E+01
 2505   0.7647903E+02   0.2852000E+01   0.3490767E-01  -0.3005187E+01
 2506   0.7627167E+02   0.2853830E+01   0.3487106E-01  -0.3010891E+01
 2507   0.7597809E+02   0.2855426E+01   0.3482879E-01  -0.3013280E+01
 2508   0.7589835E+02   0.2859840E+01   0.3478111E-01  -0.3023585E+01
 2509   0.7562269E+02   0.2860277E+01   0.3474017E-01  -0.3026949E+01
 2510   0.7543006E+02   0.2862860E+01   0.3472516E-01  -0.3034588E+01
 2511   0.7516806E+02   0.2865483E+01   0.3472251E-01  -0.3042742E+01
 2512   0.7497063E+02   0.2867501E+01   0.3461336E-01  -0.3050094E+01
 2513   0.7482000E+02   0.2871222E+01   0.3463246E-01  -0.3056614E+01
 2514   0.7461783E+02   0.2872456E+01   0.3460374E-01  -0.3065443E+01
 2515   0.7433653E+02   0.2872619E+01   0.3450254E-01  -0.3070643E+01
 2516   0.7423009E+02   0.2876151E+01   0.3460867E-01  -0.3082281E+01
 2517   0.7397004E+02   0.2877901E+01   0.3437495E-01  -0.3089462E+01
 2518   0.7378936E+02   0.2880328E+01   0.3450671E-01  -0.3099363E+01
 2519   0.7358117E+02   0.2880895E+01   0.3437666E-01  -0.3107273E+01
 2520   0.7334466E+02   0.2882503E+01   0.3421741E-01  -0.3118425E+01
 2521   0.7322956E+02   0.2884813E+01   0.3441356E-01  -0.3128331E+01
 2522   0.7307097E+02   0.2887782E+01   0.3408000E-01  -0.3145902E+01
 2523   0.7269955E+02   0.2885352E+01   0.3433225E-01  -0.3141381E+01
 2524   0.7261300E+02   0.2887034E+01   0.3412490E-01  -0.3159500E+01
 2525   0.7242744E+02   0.2889686E+01   0.3424196E-01  -0.3170994E+01
 2526   0.7223364E+02   0.2890761E+01   0.3427495E-01  -0.3184362E+01
 2527   0.7217024E+02   0.2892272E+01   0.3427724E-01  -0.3193757E+01
 2528   0.7173209E+02   0.2889948E+01   0.3421144E-01  -0.3207260E+01
 2529   0.7166928E+02   0.2892313E+01   0.3395083E-01  -0.3223608E+01
 2530   0.7149365E+02   0.2892717E+01   0.3405986E-01  -0.3232529E+01
 2531   0.7142230E+02   0.2894253E+01   0.3383473E-01  -0.3247829E+01
 2532   0.7109430E+02   0.2893352E+01   0.3387151E-01  -0.3259130E+01
 2533   0.7086744E+02   0.2894886E+01   0.3378084E-01  -0.3277617E+01
 2534   0.7081967E+02   0.2894290E+01   0.3370056E-01  -0.3289960E+01
 2535   0.7067025E+02   0.2895217E+01   0.3382777E-01  -0.3301683E+01
 2536   0.7037397E+02   0.2894539E+01   0.3374015E-01  -0.3318283E+01
 2537   0.7025488E+02   0.2894397E+01   0.3378770E-01  -0.3331243E+01
 2538   0.7015641E+02   0.2894685E+01   0.3368708E-01  -0.3346338E+01
 2539   0.6992063E+02   0.2893009E+01   0.3360020E-01  -0.3362784E+01
 2540   0.6982874E+02   0.2893668E+01   0.3362692E-01  -0.3374715E+01
 2541   0.6952554E+02   0.2892498E+01   0.3358501E-01  -0.3389291E+01
 2542   0.6954209E+02   0.2892154E+01   0.3354704E-01  -0.3405019E+01
 2543   0.6935377E+02   0.2891497E+01   0.3351721E-01  -0.3422149E+01
 2544   0.6912950E+02   0.2889107E+01   0.3347599E-01  -0.3429945E+01
 2545   0.6886728E+02   0.2888253E+01   0.3346246E-01  -0.3450299E+01
 2546   0.6889044E+02   0.2888137E+01   0.3343543E-01  -0.3468729E+01
 2547   0.6874209E+02   0.2886458E+01   0.3340193E-01  -0.3481752E+01
 2548   0.6863587E+02   0.2885521E+01   0.3336686E-01  -0.3499507E+01
 2549   0.6843182E+02   0.2882609E+01   0.3331744E-01  -0.3513685E+01
 2550   0.6823742E+02   0.2880120E+01   0.3329683E-01  -0.3529520E+01
 2551   0.6817501E+02   0.2881286E+01   0.3326485E-01  -0.3545066E+01
 2552   0.6805701E+02   0.2877491E+01   0.3323371E-01  -0.3561968E+01
 2553   0.6789135E+02   0.2875813E+01   0.3320109E-01  -0.3576541E+01
 2554   0.6779604E+02   0.2872591E+01   0.3311340E-01  -0.3591949E+01
 2555   0.6760680E+02   0.2870751E+01   0.3313231E-01  -0.3609172E+01
 2556   0.6752059E+02   0.2869382E+01   0.3317786E-01  -0.3624942E+01
 2557   0.6737320E+02   0.2866869E+01   0.3306547E-01  -0.3640271E+01
 2558   0.6720596E+02   0.2861961E+01   0.3306425E-01  -0.3654073E+01
 2559   0.6715183E+02   0.2860931E+01   0.3289085E-01  -0.3670313E+01
 2560   0.6700209E+02   0.2857986E+01   0.3284463E-01  -0.3689904E+01
 2561   0.6688835E+02   0.2854997E+01   0.3295631E-01  -0.3700940E+01
 2562   0.6680990E+02   0.2850424E+01   0.3277509E-01  -0.3717958E+01
 2563   0.6653893E+02   0.2847422E+01   0.3294302E-01  -0.3732117E+01
 2564   0.6646504E+02   0.2843255E+01   0.3276085E-01  -0.3750200E+01
 2565   0.6639141E+02   0.2841661E+01   0.3289002E-01  -0.3762311E+01
 2566   0.6626957E+02   0.2836369E+01   0.3293752E-01  -0.3779959E+01
 2567   0.6612584E+02   0.2832425E+01   0.3289357E-01  -0.3798446E+01
 2568   0.6602152E+02   0.2828455E+01   0.3281083E-01  -0.3810523E+01
 2569   0.6580192E+02   0.2824376E+01   0.3255730E-01  -0.3823509E+01
 2570   0.6588932E+02   0.2820159E+01   0.3269366E-01  -0.3837924E+01
 2571   0.6553750E+02   0.2816145E+01   0.3242674E-01  -0.3852835E+01
 2572   0.6560151E+02   0.2811146E+01   0.3249604E-01  -0.3865858E+01
 2573   0.6540697E+02   0.2806749E+01   0.3252775E-01  -0.3880836E+01
 2574   0.6543577E+02   0.2801827E+01   0.3230221E-01  -0.3897568E+01
 2575   0.6514688E+02   0.2797141E+01   0.3260156E-01  -0.3906188E+01
 2576   0.6510995E+02   0.2792552E+01   0.3232575E-01  -0.3923218E+01
 2577   0.6497293E+02   0.2786682E+01   0.3241496E-01  -0.3934652E+01
 2578   0.6496978E+02   0.2781549E+01   0.3239256E-01  -0.3947861E+01
 2579   0.6450507E+02   0.2776335E+01   0.3225308E-01  -0.3967078E+01
 2580   0.6462948E+02   0.2770764E+01   0.3237107E-01  -0.3975629E+01
 2581   0.6468434E+02   0.2765520E+01   0.3225008E-01  -0.3986626E+01
 2582   0.6448182E+02   0.2758873E+01   0.3226022E-01  -0.3998466E+01
 2583   0.6446017E+02   0.2753911E+01   0.3222262E-01  -0.4010826E+01
 2584   0.6418489E+02   0.2745049E+01   0.3215780E-01  -0.4023421E+01
 2585   0.6420323E+02   0.2739583E+01   0.3218134E-01  -0.4032467E+01
 2586   0.6415247E+02   0.2735030E+01   0.3213973E-01  -0.4044961E+01
 2587   0.6409708E+02   0.2729248E+01   0.3210908E-01  -0.4056734E+01
 2588   0.6391524E+02   0.2719770E+01   0.3209022E-01  -0.4065876E+01
 2589   0.6389420E+02   0.2714346E+01   0.3206115E-01  -0.4075583E+01
 2590   0.6372693E+02   0.2706424E+01   0.3203113E-01  -0.4085339E+01
 2591   0.6371129E+02   0.2700807E+01   0.3201271E-01  -0.4095581E+01
 2592   0.6363967E+02   0.2694749E+01   0.3198272E-01  -0.4105553E+01
 2593   0.6348419E+02   0.2685453E+01   0.3196182E-01  -0.4108303E+01
 2594   0.6347923E+02   0.2681070E+01   0.3189620E-01  -0.4125120E+01
 2595   0.6337476E+02   0.2672601E+01   0.3187380E-01  -0.4130216E+01
 2596   0.6327739E+02   0.2664930E+01   0.3190449E-01  -0.4137477E+01
 2597   0.6321277E+02   0.2657753E+01   0.3187705E-01  -0.4146543E+01
 2598   0.6310593E+02   0.2648970E+01   0.3179727E-01  -0.4151897E+01
 2599   0.6305738E+02   0.2642186E+01   0.3177332E-01  -0.4159536E+01
 2600   0.6301249E+02   0.2634896E+01   0.3180389E-01  -0.4168617E+01
 2601   0.6286146E+02   0.2624891E+01   0.3172198E-01  -0.4174398E+01
 2602   0.6283576E+02   0.2619681E+01   0.3168058E-01  -0.4182237E+01
 2603   0.6273952E+02   0.2609628E+01   0.3169264E-01  -0.4185663E+01
 2604   0.6270825E+02   0.2600804E+01   0.3166109E-01  -0.4192279E+01
 2605   0.6257772E+02   0.2592610E+01   0.3162959E-01  -0.4196446E+01
 2606   0.6248092E+02   0.2584192E+01   0.3158252E-01  -0.4202934E+01
 2607   0.6244788E+02   0.2576147E+01   0.3156643E-01  -0.4203864E+01
 2608   0.6251593E+02   0.2569007E+01   0.3154620E-01  -0.4214429E+01
 2609   0.6219749E+02   0.2558255E+01   0.3152125E-01  -0.4215536E+01
 2610   0.6207144E+02   0.2549026E+01   0.3147750E-01  -0.4213101E+01
 2611   0.6214978E+02   0.2541052E+01   0.3144586E-01  -0.4219583E+01
 2612   0.6202010E+02   0.2532186E+01   0.3141302E-01  -0.4222163E+01
 2613   0.6213831E+02   0.2524069E+01   0.3139068E-01  -0.4225280E+01
 2614   0.6183009E+02   0.2513730E+01   0.3135461E-01  -0.4227637E+01
 2615   0.6166816E+02   0.2505441E+01   0.3134312E-01  -0.4229639E+01
 2616   0.6178755E+02   0.2496475E+01   0.3128709E-01  -0.4230825E+01
 2617   0.6163528E+02   0.2487211E+01   0.3121205E-01  -0.4231303E+01
 2618   0.6161113E+02   0.2477199E+01   0.3119111E-01  -0.4230844E+01
 2619   0.6146133E+02   0.2468519E+01   0.3119203E-01  -0.4230351E+01
 2620   0.6139874E+02   0.2459055E+01   0.3121453E-01  -0.4230538E+01
 2621   0.6144539E+02   0.2450022E+01   0.3117797E-01  -0.4229943E+01
 2622   0.6126605E+02   0.2439302E+01   0.3110151E-01  -0.4231757E+01
 2623   0.6119868E+02   0.2429683E+01   0.3103108E-01  -0.4228697E+01
 2624   0.6123005E+02   0.2420945E+01   0.3101396E-01  -0.4226547E+01
 2625   0.6101365E+02   0.2411371E+01   0.3103658E-01  -0.4224172E+01
 2626   0.6106297E+02   0.2401647E+01   0.3100970E-01  -0.4221079E+01
 2627   0.6083377E+02   0.2389944E+01   0.3101407E-01  -0.4210123E+01
 2628   0.6094116E+02   0.2381978E+01   0.3097303E-01  -0.4217583E+01
 2629   0.6089435E+02   0.2373046E+01   0.3094815E-01  -0.4211716E+01
 2630   0.6077312E+02   0.2362024E+01   0.3093071E-01  -0.4210999E+01
 2631   0.6053746E+02   0.2350825E+01   0.3091109E-01  -0.4203961E+01
 2632   0.6065618E+02   0.2342831E+01   0.3089556E-01  -0.4197529E+01
 2633   0.6057189E+02   0.2332431E+01   0.3086242E-01  -0.4194462E+01
 2634   0.6053632E+02   0.2323038E+01   0.3083379E-01  -0.4188461E+01
 2635   0.6043742E+02   0.2312291E+01   0.3080745E-01  -0.4182765E+01
