518 518 518 2557.0908484148 48.7631946235 48.7631946235
527 527 527 2581.4654986949 48.9932254904 48.9932254904
536 536 536 2523.5796166670 48.7447918613 48.7447918613
545 545 545 2519.7922717550 48.0759719591 48.0759719591
554 554 554 2564.0645988246 47.3783146332 47.3783146332
563 563 563 2544.9674847715 46.1738244153 46.1738244153
572 572 572 2413.5692312508 44.9025151120 44.9025151120
581 581 581 2409.4407740440 43.3775562028 43.3775562028
590 590 590 2373.1425554177 41.8098267645 41.8098267645
599 599 599 2205.8076655780 40.1564706582 40.1564706582
608 608 608 2118.7937500925 38.5066803188 38.5066803188
617 617 617 2136.2173023343 36.8868499741 36.8868499741
626 626 626 1953.2869009924 35.3959561984 35.3959561984
635 635 635 1937.3850317156 34.0222692714 34.0222692714
644 644 644 1857.5297874858 32.8724987473 32.8724987473
653 653 653 1849.0346751726 32.0281828074 32.0281828074
662 662 662 1849.5531866300 31.3321436883 31.3321436883
671 671 671 1814.9707175853 30.9280713937 30.9280713937
680 680 680 1761.1827525918 30.7914791335 30.7914791335
689 689 689 1822.4710759195 30.8685928308 30.8685928308
698 698 698 1886.9924881137 31.2136100491 31.2136100491
707 707 707 1891.1740999163 31.7281883894 31.7281883894
716 716 716 1908.9006515040 32.4000028412 32.4000028412
725 725 725 1996.2462359255 33.2531464925 33.2531464925
734 734 734 2051.6144256135 34.1184380049 34.1184380049
743 743 743 2181.9061869844 35.0854085771 35.0854085771
752 752 752 2259.3558190364 36.0172794459 36.0172794459
761 761 761 2345.4828004227 36.9022048546 36.9022048546
770 770 770 2348.3296127717 37.6972291370 37.6972291370
779 779 779 2351.8874221928 38.3501513995 38.3501513995
788 788 788 2483.2780559439 38.7668540873 38.7668540873
797 797 797 2469.4284643661 39.0665747938 39.0665747938
806 806 806 2494.9251492752 39.2047048460 39.2047048460
815 815 815 2551.9237358885 39.0723297414 39.0723297414
824 824 824 2520.9897463211 38.7159756593 38.7159756593
833 833 833 2494.3364631862 38.2175955899 38.2175955899
842 842 842 2504.4708861914 37.3534747850 37.3534747850
851 851 851 2386.4214542426 36.3612813771 36.3612813771
860 860 860 2353.1865435601 35.2107684195 35.2107684195
869 869 869 2233.3165148171 33.8523166643 33.8523166643
878 878 878 2167.9069144885 32.4315292133 32.4315292133
887 887 887 2075.6193024627 30.8870295586 30.8870295586
896 896 896 1950.9135545100 29.2494269418 29.2494269418
905 905 905 1843.1719160256 27.6925365184 27.6925365184
914 914 914 1747.5350066128 26.0846862294 26.0846862294
923 923 923 1619.7160443505 24.5015402469 24.5015402469
932 932 932 1560.3774591099 23.0206535691 23.0206535691
941 941 941 1436.9985419512 21.6513981753 21.6513981753
950 950 950 1341.0682087395 20.3637033534 20.3637033534
959 959 959 1285.3940358790 19.2600949593 19.2600949593
968 968 968 1233.0321553807 18.2679235451 18.2679235451
977 977 977 1128.8196915673 17.4927348315 17.4927348315
986 986 986 1104.7281622477 16.8663705637 16.8663705637
995 995 995 1087.1729737088 16.3775292384 16.3775292384
1004 1004 1004 1025.1706248220 16.0884739494 16.0884739494
1013 1013 1013 1078.6971611867 15.9115425401 15.9115425401
1022 1022 1022 1031.4324984069 15.8185437553 15.8185437553
1031 1031 1031 1043.6313463163 15.8939898949 15.8939898949
1040 1040 1040 1056.3558184103 16.0610282452 16.0610282452
1049 1049 1049 1080.0414511318 16.2422983647 16.2422983647
1058 1058 1058 1129.3555337617 16.4879639525 16.4879639525
1067 1067 1067 1121.9406844564 16.7531989535 16.7531989535
1076 1076 1076 1153.6934715818 17.0498802446 17.0498802446
1085 1085 1085 1216.7343352684 17.3115888995 17.3115888995
1094 1094 1094 1216.5262211333 17.5230990491 17.5230990491
1103 1103 1103 1210.0365391667 17.6775465890 17.6775465890
1112 1112 1112 1214.2608471903 17.7809285018 17.7809285018
1121 1121 1121 1246.8713312347 17.8379083555 17.8379083555
1130 1130 1130 1235.3937513634 17.8024512947 17.8024512947
1139 1139 1139 1214.6092369599 17.6911999262 17.6911999262
1148 1148 1148 1212.7079406283 17.5284529394 17.5284529394
1157 1157 1157 1220.0401055664 17.2588203982 17.2588203982
1166 1166 1166 1160.0715792141 16.9341617015 16.9341617015
1175 1175 1175 1141.5165769398 16.5694114114 16.5694114114
1184 1184 1184 1133.4451555746 16.1482177267 16.1482177267
1193 1193 1193 1084.9918651195 15.6687583970 15.6687583970
1202 1202 1202 1005.4864846755 15.3912385862 15.3912385862
1211 1211 1211 974.4580607196 14.8767942641 14.8767942641
1220 1220 1220 969.3338351047 14.3938866552 14.3938866552
1229 1229 1229 906.1388002145 13.8699232984 13.8699232984
1238 1238 1238 895.5361701769 13.3911535704 13.3911535704
1247 1247 1247 859.9543854687 12.9850401323 12.9850401323
1256 1256 1256 807.2731052549 12.5972346545 12.5972346545
1265 1265 1265 777.2677379741 12.2393432137 12.2393432137
1274 1274 1274 770.9708788301 11.9622525431 11.9622525431
1283 1283 1283 737.2434059670 11.7421680597 11.7421680597
1292 1292 1292 757.3019526323 11.6258860665 11.6258860665
1301 1301 1301 732.6013830793 11.5263814085 11.5263814085
1310 1310 1310 711.8081140448 11.4853587654 11.4853587654
1319 1319 1319 720.3423646811 11.4893834309 11.4893834309
1328 1328 1328 723.6723735949 11.5423772898 11.5423772898
1337 1337 1337 757.3332661166 11.6347430895 11.6347430895
1346 1346 1346 737.0093026414 11.7846062492 11.7846062492
1355 1355 1355 764.8987403984 11.8889386005 11.8889386005
1364 1364 1364 777.2981387562 12.0331541198 12.0331541198
1373 1373 1373 774.9808177902 12.1961449099 12.1961449099
1382 1382 1382 773.9673197902 12.3755204762 12.3755204762
1391 1391 1391 804.9189713319 12.4817656010 12.4817656010
1400 1400 1400 830.3353342200 12.6001773647 12.6001773647
1409 1409 1409 820.7436709506 12.6782689655 12.6782689655
1418 1418 1418 818.7518842166 12.7104904240 12.7104904240
1427 1427 1427 794.8684096160 12.7158648267 12.7158648267
1436 1436 1436 800.8899436219 12.7247057111 12.7247057111
1445 1445 1445 798.4046282548 12.6651065254 12.6651065254
1454 1454 1454 771.4676341979 12.5486194702 12.5486194702
1463 1463 1463 761.9423212463 12.4375102445 12.4375102445
1472 1472 1472 751.1035809969 12.3029321736 12.3029321736
1481 1481 1481 737.4257098454 12.0923608358 12.0923608358
1490 1490 1490 726.2500951090 11.8944688644 11.8944688644
1499 1499 1499 703.6082061884 11.6962825264 11.6962825264
1512 1512 1512 654.6957819199 9.0983066093 9.0983066093
1529 1529 1529 587.2672476479 8.8880371875 8.8880371875
1546 1546 1546 547.7643842212 8.6954704524 8.6954704524
1563 1563 1563 503.2005914063 8.5528089199 8.5528089199
1580 1580 1580 467.8666031842 8.4549947590 8.4549947590
1597 1597 1597 428.4787162469 8.4200737912 8.4200737912
1614 1614 1614 407.0550124676 8.4434857096 8.4434857096
1631 1631 1631 397.9636838434 8.5165532406 8.5165532406
1648 1648 1648 389.3723870506 8.6278953216 8.6278953216
1665 1665 1665 390.8813810929 8.7712284773 8.7712284773
1682 1682 1682 383.1914038808 8.9218323574 8.9218323574
1699 1699 1699 398.1535358214 9.0947184682 9.0947184682
1716 1716 1716 394.6446766060 9.2576303353 9.2576303353
1733 1733 1733 407.6898924062 9.4228269597 9.4228269597
1750 1750 1750 376.5864450683 9.5655747081 9.5655747081
1767 1767 1767 379.2183875916 9.7076416619 9.7076416619
1784 1784 1784 373.4874357040 9.8181288175 9.8181288175
1801 1801 1801 360.7882030980 9.9347594244 9.9347594244
1818 1818 1818 340.9991546126 10.0286679767 10.0286679767
1835 1835 1835 313.4919834792 10.1557754363 10.1557754363
1852 1852 1852 305.1923555090 10.2735975931 10.2735975931
1869 1869 1869 274.6532679939 10.4121135926 10.4121135926
1886 1886 1886 266.9756981333 10.5472152871 10.5472152871
1903 1903 1903 246.8819761137 10.7078032763 10.7078032763
1920 1920 1920 254.5435898036 10.8958159731 10.8958159731
1937 1937 1937 242.7521231546 11.0894651718 11.0894651718
1954 1954 1954 232.4093962125 11.3213698861 11.3213698861
1971 1971 1971 229.1656540991 11.5519044098 11.5519044098
1988 1988 1988 224.4617444425 11.8095277050 11.8095277050
2005 2005 2005 240.7644137933 12.2472652710 12.2472652710
2030 2030 2030 232.5060464185 11.5228438235 11.5228438235
2063 2063 2063 215.5372327940 11.9478134369 11.9478134369
2096 2096 2096 205.5074559383 12.3783461113 12.3783461113
2129 2129 2129 197.5026361613 12.8371495303 12.8371495303
2162 2162 2162 168.3852645148 13.2996833974 13.2996833974
2195 2195 2195 140.1615091530 13.8109464045 13.8109464045
2228 2228 2228 131.2100686531 14.3839663732 14.3839663732
2261 2261 2261 116.7024965081 14.9849956354 14.9849956354
2294 2294 2294 116.1173566797 15.6732212559 15.6732212559
2327 2327 2327 109.3742099077 16.3867858558 16.3867858558
2360 2360 2360 113.6435649503 17.1643279720 17.1643279720
2393 2393 2393 121.2531589391 18.0297831852 18.0297831852
2426 2426 2426 82.4773933380 18.9227917215 18.9227917215
2459 2459 2459 82.7950724613 19.9408344867 19.9408344867
2492 2492 2492 74.5216417650 21.0478272640 21.0478272640
